来源,内容
"IELTS5 Reading Passage 2","Milgram's experimental set-up involved placing the teacher-subject before a panel of thirty switches with labels ranging from '15 volts of electricity (slight shock)' to '450 volts (danger - severe shock)' in steps of 15 volts each."
"IELTS5 Reading Passage 2","The teacher-subject was told that whenever the pupil gave the wrong answer to a question, a shock was to be administered, beginning at the lowest level and increasing in severity with each successive wrong answer."
"IELTS5 Reading Passage 2","The supposed 'pupil' was in reality an actor hired by Milgram to simulate receiving the shocks by emitting a spectrum of groans, screams and writhings together with an assortment of statements and expletives denouncing both the experiment and the experimenter."
"IELTS5 Reading Passage 2","Milgram told the teacher-subject to ignore the reactions of the pupil, and to administer whatever level of shock was called for, as per the rule governing the experimental situation of the moment."
"IELTS5 Reading Passage 2","As the experiment unfolded, the pupil would deliberately give the wrong answers to questions posed by the teacher, thereby bringing on various electrical punishments, even up to the danger level of 300 volts and beyond."
"IELTS5 Reading Passage 2","Many of the teacher-subjects balked at administering the higher levels of punishment, and turned to Milgram with questioning looks and/or complaints about continuing the experiment."
"IELTS5 Reading Passage 2","In these situations, Milgram calmly explained that the teacher-subject was to ignore the pupil's cries for mercy and carry on with the experiment."
"IELTS5 Reading Passage 2","If the subject was still reluctant to proceed, Milgram said that it was important for the sake of the experiment that the procedure be followed through to the end."
"IELTS5 Reading Passage 2","His final argument was, 'You have no other choice. You must go on.'"
"IELTS5 Reading Passage 2","What Milgram was trying to discover was the number of teacher-subjects who would be willing to administer the highest levels of shock, even in the face of strong personal and moral revulsion against the rules and conditions of the experiment."
"IELTS5 Reading Passage 2","Prior to carrying out the experiment, Milgram explained his idea to a group of 39 psychiatrists and asked them to predict the average percentage of people in an ordinary population who would be willing to administer the highest shock level of 450 volts."
"IELTS5 Reading Passage 2","The overwhelming consensus was that virtually all the teacher-subjects would refuse to obey the experiment."
"IELTS5 Reading Passage 2","The psychiatrists felt that 'most subjects would not go beyond 150 volts' and they further anticipated that only four per cent would go up to 300 volts."
"IELTS5 Reading Passage 2","Furthermore, they thought that only a lunatic fringe of about one in 1,000 would give the highest shock of 450 volts."
"IELTS5 Reading Passage 2","What were the actual results?"
"IELTS5 Reading Passage 2","Well, over 60 per cent of the teacher-subjects continued to obey Milgram up to the 450-volt limit!"
"IELTS5 Reading Passage 2","In repetitions of the experiment in other countries, the percentage of obedient teacher-subjects was even higher, reaching 85 per cent in one country."
"IELTS5 Reading Passage 2","How can we possibly account for this vast discrepancy between what calm, rational, knowledgeable people predict in the comfort of their study and what pressured, flustered, but cooperative 'teachers' actually do in the laboratory of real life?"
"IELTS5 Reading Passage 2","One's first inclination might be to argue that there must be some sort of built-in animal aggression instinct that was activated by the experiment, and that Milgram's teacher-subjects were just following a genetic need to discharge this pent-up primal urge onto the pupil by administering the electrical shock."
"IELTS5 Reading Passage 2","A modern hard-core sociobiologist might even go so far as to claim that this aggressive instinct evolved as an advantageous trait, having been of survival value to our ancestors in their struggle against the hardships of life on the plains and in the caves, ultimately finding its way into our genetic make-up as a remnant of our ancient animal ways."
"IELTS5 Reading Passage 2","An alternative to this notion of genetic programming is to see the teacher-subjects' actions as a result of the social environment under which the experiment was carried out."
"IELTS5 Reading Passage 2","As Milgram himself pointed out, 'Most subjects in the experiment see their behaviour in a larger context that is benevolent and useful to society - the pursuit of scientific truth."
"IELTS5 Reading Passage 2","The psychological laboratory has a strong claim to legitimacy and evokes trust and confidence in those who perform there."
"IELTS5 Reading Passage 2","An action such as shocking a victim, which in isolation appears evil, acquires a completely different meaning when placed in this setting.'"
"IELTS5 Reading Passage 2","Thus, in this explanation the subject merges his unique personality and personal and moral code with that of larger institutional structures, surrendering individual properties like loyalty, self-sacrifice and discipline to the service of malevolent systems of authority."
"IELTS5 Reading Passage 2","Here we have two radically different explanations for why so many teacher-subjects were willing to forgo their sense of personal responsibility for the sake of an institutional authority figure."
"IELTS5 Reading Passage 2","The problem for biologists, psychologists and anthropologists is to sort out which of these two polar explanations is more plausible."
"IELTS5 Reading Passage 2","This, in essence, is the problem of modern sociobiology - to discover the degree to which hard-wired genetic programming dictates, or at least strongly biases, the interaction of animals and humans with their environment, that is, their behaviour."
"IELTS5 Reading Passage 2","Put another way, sociobiology is concerned with elucidating the biological basis of all behaviour."
"IELTS5 Reading Passage 3","For many environmentalists, the world seems to be getting worse."
"IELTS5 Reading Passage 3","They have developed a hit-list of our main fears: that natural resources are running out; that the population is ever growing, leaving less and less to eat; that species are becoming extinct in vast numbers, and that the planet's air and water are becoming ever more polluted."
"IELTS5 Reading Passage 3","But a quick look at the facts shows a different picture."
"IELTS5 Reading Passage 3","First, energy and other natural resources have become more abundant, not less so, since the book 'The Limits to Growth' was published in 1972 by a group of scientists."
"IELTS5 Reading Passage 3","Second, more food is now produced per head of the world's population than at any time in history."
"IELTS5 Reading Passage 3","Fewer people are starving."
"IELTS5 Reading Passage 3","Third, although species are indeed becoming extinct, only about 0.7% of them are expected to disappear in the next 50 years, not 25 - 50%, as has so often been predicted."
